sim_id,性别,提取模式,余命_年,死亡年龄,账户耗尽年龄,长寿缺口_年,是否长寿缺口
534,男,pct4,11.88,76.88,104.06,0.0,0
535,男,pct4,20.43,85.43,145.0,0.0,0
536,男,pct4,15.29,80.29,90.78,0.0,0
537,男,pct4,23.17,88.17,84.72,3.45,1
538,男,pct4,9.68,74.68,145.0,0.0,0
539,男,pct4,14.39,79.39,145.0,0.0,0
540,男,pct4,11.53,76.53,145.0,0.0,0
541,男,pct4,14.25,79.25,145.0,0.0,0
542,男,pct4,18.56,83.56,99.8,0.0,0
543,男,pct4,16.71,81.71,145.0,0.0,0
544,男,pct4,16.41,81.41,109.43,0.0,0
545,男,pct4,16.79,81.79,96.22,0.0,0
546,男,pct4,18.36,83.36,100.02,0.0,0
547,男,pct4,13.62,78.62,145.0,0.0,0
548,男,pct4,20.78,85.78,84.09,1.69,1
549,男,pct4,20.56,85.56,145.0,0.0,0
550,男,pct4,19.2,84.2,84.39,0.0,0
551,男,pct4,20.03,85.03,106.58,0.0,0
552,男,pct4,18.78,83.78,97.26,0.0,0
553,男,pct4,28.82,93.82,82.4,11.42,1
554,男,pct4,17.09,82.09,145.0,0.0,0
555,男,pct4,16.19,81.19,98.4,0.0,0
556,男,pct4,14.51,79.51,82.34,0.0,0
557,男,pct4,13.54,78.54,145.0,0.0,0
558,男,pct4,12.85,77.85,145.0,0.0,0
559,男,pct4,14.03,79.03,145.0,0.0,0
560,男,pct4,17.16,82.16,145.0,0.0,0
561,男,pct4,18.96,83.96,114.88,0.0,0
562,男,pct4,17.68,82.68,145.0,0.0,0
563,男,pct4,14.46,79.46,145.0,0.0,0
564,男,pct4,21.8,86.8,145.0,0.0,0
565,男,pct4,20.95,85.95,89.96,0.0,0
566,男,pct4,16.79,81.79,132.61,0.0,0
567,男,pct4,14.87,79.87,145.0,0.0,0
568,男,pct4,19.99,84.99,83.7,1.29,1
569,男,pct4,18.29,83.29,145.0,0.0,0
570,男,pct4,12.23,77.23,145.0,0.0,0
571,男,pct4,17.17,82.17,145.0,0.0,0
572,男,pct4,18.63,83.63,145.0,0.0,0
573,男,pct4,13.99,78.99,129.35,0.0,0
574,男,pct4,18.3,83.3,108.1,0.0,0
575,男,pct4,12.21,77.21,145.0,0.0,0
576,男,pct4,24.27,89.27,91.35,0.0,0
577,男,pct4,23.74,88.74,89.73,0.0,0
578,男,pct4,16.41,81.41,145.0,0.0,0
579,男,pct4,19.1,84.1,145.0,0.0,0
580,男,pct4,9.65,74.65,89.46,0.0,0
581,男,pct4,13.14,78.14,145.0,0.0,0
582,男,pct4,16.24,81.24,107.49,0.0,0
583,男,pct4,13.41,78.41,145.0,0.0,0
584,男,pct4,20.82,85.82,145.0,0.0,0
585,男,pct4,28.56,93.56,145.0,0.0,0
586,男,pct4,13.07,78.07,117.73,0.0,0
587,男,pct4,14.21,79.21,145.0,0.0,0
588,男,pct4,18.5,83.5,145.0,0.0,0
589,男,pct4,25.97,90.97,145.0,0.0,0
590,男,pct4,12.92,77.92,91.15,0.0,0
591,男,pct4,18.57,83.57,145.0,0.0,0
592,男,pct4,27.34,92.34,145.0,0.0,0
593,男,pct4,11.63,76.63,145.0,0.0,0
594,男,pct4,12.74,77.74,84.8,0.0,0
595,男,pct4,15.73,80.73,91.27,0.0,0
596,男,pct4,15.36,80.36,145.0,0.0,0
597,男,pct4,21.33,86.33,145.0,0.0,0
598,男,pct4,18.53,83.53,83.18,0.35,0
599,男,pct4,11.28,76.28,145.0,0.0,0
600,男,pct4,19.83,84.83,95.22,0.0,0
601,男,pct4,15.15,80.15,145.0,0.0,0
602,男,pct4,23.9,88.9,107.45,0.0,0
603,男,pct4,14.96,79.96,133.27,0.0,0
604,男,pct4,14.93,79.93,145.0,0.0,0
605,男,pct4,19.95,84.95,90.43,0.0,0
606,男,pct4,21.07,86.07,89.44,0.0,0
607,男,pct4,19.5,84.5,103.34,0.0,0
608,男,pct4,11.53,76.53,145.0,0.0,0
609,男,pct4,19.94,84.94,86.6,0.0,0
610,男,pct4,13.54,78.54,84.45,0.0,0
611,男,pct4,18.5,83.5,145.0,0.0,0
612,男,pct4,12.3,77.3,94.25,0.0,0
613,男,pct4,19.49,84.49,98.13,0.0,0
614,男,pct4,14.32,79.32,83.46,0.0,0
615,男,pct4,12.73,77.73,93.12,0.0,0
616,男,pct4,20.82,85.82,111.46,0.0,0
617,男,pct4,18.53,83.53,145.0,0.0,0
618,男,pct4,15.01,80.01,91.9,0.0,0
619,男,pct4,24.96,89.96,145.0,0.0,0
620,男,pct4,15.67,80.67,93.05,0.0,0
621,男,pct4,17.6,82.6,93.07,0.0,0
622,男,pct4,18.66,83.66,145.0,0.0,0
623,男,pct4,14.99,79.99,134.67,0.0,0
624,男,pct4,19.61,84.61,95.08,0.0,0
625,男,pct4,15.31,80.31,104.76,0.0,0
626,男,pct4,15.78,80.78,145.0,0.0,0
627,男,pct4,24.42,89.42,145.0,0.0,0
628,男,pct4,13.52,78.52,91.34,0.0,0
629,男,pct4,9.64,74.64,109.59,0.0,0
630,男,pct4,25.96,90.96,118.37,0.0,0
631,男,pct4,32.71,97.71,89.51,8.21,1
632,男,pct4,15.8,80.8,108.93,0.0,0
633,男,pct4,10.84,75.84,112.22,0.0,0
634,男,pct4,16.18,81.18,145.0,0.0,0
635,男,pct4,16.27,81.27,145.0,0.0,0
636,男,pct4,16.66,81.66,99.59,0.0,0
637,男,pct4,13.28,78.28,102.78,0.0,0
638,男,pct4,20.14,85.14,145.0,0.0,0
639,男,pct4,19.87,84.87,94.53,0.0,0
640,男,pct4,12.09,77.09,145.0,0.0,0
641,男,pct4,20.74,85.74,107.44,0.0,0
642,男,pct4,28.95,93.95,89.67,4.27,1
643,男,pct4,18.22,83.22,89.8,0.0,0
644,男,pct4,16.07,81.07,145.0,0.0,0
645,男,pct4,16.86,81.86,104.72,0.0,0
646,男,pct4,20.32,85.32,145.0,0.0,0
647,男,pct4,11.4,76.4,95.74,0.0,0
648,男,pct4,18.18,83.18,145.0,0.0,0
649,男,pct4,15.86,80.86,145.0,0.0,0
650,男,pct4,27.52,92.52,88.83,3.7,1
651,男,pct4,16.73,81.73,83.26,0.0,0
652,男,pct4,26.33,91.33,145.0,0.0,0
653,男,pct4,13.31,78.31,91.22,0.0,0
654,男,pct4,20.18,85.18,110.73,0.0,0
655,男,pct4,18.89,83.89,94.52,0.0,0
656,男,pct4,14.1,79.1,145.0,0.0,0
657,男,pct4,18.24,83.24,89.87,0.0,0
658,男,pct4,23.54,88.54,103.89,0.0,0
659,男,pct4,16.12,81.12,145.0,0.0,0
660,男,pct4,11.51,76.51,89.29,0.0,0
661,男,pct4,17.39,82.39,92.83,0.0,0
662,男,pct4,13.98,78.98,99.15,0.0,0
663,男,pct4,16.05,81.05,85.92,0.0,0
664,男,pct4,17.12,82.12,97.49,0.0,0
665,男,pct4,11.47,76.47,121.09,0.0,0
666,男,pct4,11.73,76.73,97.97,0.0,0
667,男,pct4,19.66,84.66,101.09,0.0,0
668,男,pct4,15.35,80.35,110.77,0.0,0
669,男,pct4,9.29,74.29,93.46,0.0,0
670,男,pct4,21.19,86.19,145.0,0.0,0
671,男,pct4,18.67,83.67,145.0,0.0,0
672,男,pct4,14.65,79.65,96.65,0.0,0
673,男,pct4,12.63,77.63,145.0,0.0,0
674,男,pct4,21.45,86.45,102.0,0.0,0
675,男,pct4,19.03,84.03,145.0,0.0,0
676,男,pct4,31.4,96.4,145.0,0.0,0
677,男,pct4,19.37,84.37,145.0,0.0,0
678,男,pct4,19.21,84.21,83.88,0.33,0
679,男,pct4,16.76,81.76,145.0,0.0,0
680,男,pct4,21.35,86.35,145.0,0.0,0
681,男,pct4,20.37,85.37,102.54,0.0,0
682,男,pct4,23.77,88.77,145.0,0.0,0
683,男,pct4,15.36,80.36,92.97,0.0,0
684,男,pct4,15.69,80.69,85.55,0.0,0
685,男,pct4,15.52,80.52,123.57,0.0,0
686,男,pct4,21.22,86.22,83.97,2.24,1
687,男,pct4,25.25,90.25,101.99,0.0,0
688,男,pct4,15.6,80.6,145.0,0.0,0
689,男,pct4,15.73,80.73,83.2,0.0,0
690,男,pct4,18.87,83.87,86.98,0.0,0
691,男,pct4,16.44,81.44,89.06,0.0,0
692,男,pct4,22.08,87.08,108.56,0.0,0
693,男,pct4,10.03,75.03,98.72,0.0,0
694,男,pct4,14.25,79.25,145.0,0.0,0
695,男,pct4,14.4,79.4,145.0,0.0,0
696,男,pct4,9.86,74.86,145.0,0.0,0
697,男,pct4,13.77,78.77,124.1,0.0,0
698,男,pct4,13.94,78.94,145.0,0.0,0
699,男,pct4,16.62,81.62,90.82,0.0,0
700,男,pct4,22.97,87.97,145.0,0.0,0
701,男,pct4,16.44,81.44,88.34,0.0,0
702,男,pct4,13.55,78.55,145.0,0.0,0
703,男,pct4,17.22,82.22,145.0,0.0,0
704,男,pct4,22.61,87.61,134.54,0.0,0
705,男,pct4,13.73,78.73,104.02,0.0,0
706,男,pct4,13.96,78.96,145.0,0.0,0
707,男,pct4,20.04,85.04,79.66,5.38,1
708,男,pct4,16.54,81.54,145.0,0.0,0
709,男,pct4,20.48,85.48,106.37,0.0,0
710,男,pct4,17.4,82.4,109.17,0.0,0
711,男,pct4,20.76,85.76,145.0,0.0,0
712,男,pct4,13.53,78.53,108.03,0.0,0
713,男,pct4,17.41,82.41,88.09,0.0,0
714,男,pct4,16.58,81.58,105.27,0.0,0
715,男,pct4,12.94,77.94,116.49,0.0,0
716,男,pct4,11.88,76.88,120.7,0.0,0
717,男,pct4,20.67,85.67,126.21,0.0,0
718,男,pct4,16.02,81.02,145.0,0.0,0
719,男,pct4,13.58,78.58,88.57,0.0,0
720,男,pct4,17.05,82.05,128.21,0.0,0
721,男,pct4,23.05,88.05,145.0,0.0,0
722,男,pct4,9.96,74.96,84.09,0.0,0
723,男,pct4,12.08,77.08,128.82,0.0,0
724,男,pct4,13.91,78.91,94.53,0.0,0
725,男,pct4,25.02,90.02,98.61,0.0,0
726,男,pct4,18.72,83.72,90.35,0.0,0
727,男,pct4,21.09,86.09,104.25,0.0,0
728,男,pct4,13.19,78.19,145.0,0.0,0
729,男,pct4,13.26,78.26,87.09,0.0,0
730,男,pct4,19.5,84.5,87.85,0.0,0
731,男,pct4,17.71,82.71,86.81,0.0,0
732,男,pct4,19.99,84.99,145.0,0.0,0
733,男,pct4,16.67,81.67,96.69,0.0,0
734,男,pct4,18.7,83.7,110.46,0.0,0
735,男,pct4,18.16,83.16,97.9,0.0,0
736,男,pct4,21.15,86.15,89.93,0.0,0
737,男,pct4,21.3,86.3,102.13,0.0,0
738,男,pct4,11.72,76.72,145.0,0.0,0
739,男,pct4,10.04,75.04,145.0,0.0,0
740,男,pct4,22.35,87.35,90.92,0.0,0
741,男,pct4,23.39,88.39,145.0,0.0,0
742,男,pct4,13.58,78.58,91.17,0.0,0
743,男,pct4,11.05,76.05,83.87,0.0,0
744,男,pct4,17.89,82.89,145.0,0.0,0
745,男,pct4,21.96,86.96,145.0,0.0,0
746,男,pct4,27.18,92.18,145.0,0.0,0
747,男,pct4,19.83,84.83,96.55,0.0,0
748,男,pct4,15.94,80.94,104.35,0.0,0
749,男,pct4,14.02,79.02,145.0,0.0,0
750,男,pct4,17.51,82.51,145.0,0.0,0
751,男,pct4,16.22,81.22,98.1,0.0,0
752,男,pct4,13.6,78.6,84.73,0.0,0
753,男,pct4,28.92,93.92,120.59,0.0,0
754,男,pct4,27.1,92.1,145.0,0.0,0
755,男,pct4,23.1,88.1,87.62,0.48,0
756,男,pct4,13.92,78.92,145.0,0.0,0
757,男,pct4,21.55,86.55,145.0,0.0,0
758,男,pct4,20.44,85.44,145.0,0.0,0
759,男,pct4,19.47,84.47,145.0,0.0,0
760,男,pct4,23.75,88.75,92.91,0.0,0
761,男,pct4,20.42,85.42,84.75,0.67,1
762,男,pct4,20.95,85.95,95.39,0.0,0
763,男,pct4,20.43,85.43,145.0,0.0,0
764,男,pct4,18.99,83.99,95.25,0.0,0
765,男,pct4,11.26,76.26,92.91,0.0,0
766,男,pct4,17.83,82.83,83.64,0.0,0
767,男,pct4,15.23,80.23,145.0,0.0,0
768,男,pct4,12.74,77.74,145.0,0.0,0
769,男,pct4,26.42,91.42,145.0,0.0,0
770,男,pct4,26.73,91.73,145.0,0.0,0
771,男,pct4,24.4,89.4,145.0,0.0,0
772,男,pct4,18.6,83.6,101.86,0.0,0
773,男,pct4,24.35,89.35,104.46,0.0,0
774,男,pct4,17.51,82.51,97.39,0.0,0
775,男,pct4,18.36,83.36,145.0,0.0,0
776,男,pct4,13.34,78.34,145.0,0.0,0
777,男,pct4,19.26,84.26,96.66,0.0,0
778,男,pct4,17.72,82.72,145.0,0.0,0
779,男,pct4,12.67,77.67,89.27,0.0,0
780,男,pct4,17.24,82.24,145.0,0.0,0
781,男,pct4,17.12,82.12,93.38,0.0,0
782,男,pct4,27.18,92.18,145.0,0.0,0
783,男,pct4,21.76,86.76,145.0,0.0,0
784,男,pct4,17.51,82.51,145.0,0.0,0
785,男,pct4,18.57,83.57,118.75,0.0,0
786,男,pct4,17.65,82.65,112.55,0.0,0
787,男,pct4,16.61,81.61,108.89,0.0,0
788,男,pct4,13.38,78.38,94.67,0.0,0
789,男,pct4,16.83,81.83,96.94,0.0,0
790,男,pct4,14.53,79.53,145.0,0.0,0
791,男,pct4,12.84,77.84,106.57,0.0,0
792,男,pct4,19.8,84.8,91.72,0.0,0
793,男,pct4,19.23,84.23,95.69,0.0,0
794,男,pct4,11.25,76.25,145.0,0.0,0
795,男,pct4,16.94,81.94,145.0,0.0,0
796,男,pct4,22.31,87.31,145.0,0.0,0
797,男,pct4,22.67,87.67,101.48,0.0,0
798,男,pct4,22.48,87.48,145.0,0.0,0
799,男,pct4,17.63,82.63,93.64,0.0,0
800,男,pct4,14.18,79.18,101.42,0.0,0
801,男,pct4,13.37,78.37,145.0,0.0,0
802,男,pct4,19.01,84.01,145.0,0.0,0
803,男,pct4,19.17,84.17,89.55,0.0,0
804,男,pct4,23.98,88.98,90.89,0.0,0
805,男,pct4,22.89,87.89,120.08,0.0,0
806,男,pct4,16.9,81.9,145.0,0.0,0
807,男,pct4,12.85,77.85,83.17,0.0,0
808,男,pct4,16.14,81.14,145.0,0.0,0
809,男,pct4,18.42,83.42,86.28,0.0,0
810,男,pct4,16.61,81.61,93.77,0.0,0
811,男,pct4,15.15,80.15,98.75,0.0,0
812,男,pct4,18.58,83.58,97.53,0.0,0
813,男,pct4,15.42,80.42,95.39,0.0,0
814,男,pct4,14.96,79.96,112.33,0.0,0
815,男,pct4,18.85,83.85,95.36,0.0,0
816,男,pct4,15.82,80.82,85.7,0.0,0
817,男,pct4,18.54,83.54,145.0,0.0,0
818,男,pct4,18.68,83.68,145.0,0.0,0
819,男,pct4,13.19,78.19,145.0,0.0,0
820,男,pct4,15.51,80.51,85.2,0.0,0
821,男,pct4,24.88,89.88,145.0,0.0,0
822,男,pct4,13.12,78.12,145.0,0.0,0
823,男,pct4,10.37,75.37,89.07,0.0,0
824,男,pct4,11.04,76.04,112.45,0.0,0
825,男,pct4,17.59,82.59,106.25,0.0,0
826,男,pct4,17.6,82.6,145.0,0.0,0
827,男,pct4,16.96,81.96,145.0,0.0,0
828,男,pct4,23.55,88.55,84.47,4.07,1
829,男,pct4,9.04,74.04,145.0,0.0,0
830,男,pct4,19.25,84.25,90.23,0.0,0
831,男,pct4,25.65,90.65,145.0,0.0,0
832,男,pct4,13.23,78.23,145.0,0.0,0
833,男,pct4,15.9,80.9,89.41,0.0,0
834,男,pct4,14.51,79.51,145.0,0.0,0
835,男,pct4,14.01,79.01,106.61,0.0,0
836,男,pct4,16.11,81.11,145.0,0.0,0
837,男,pct4,24.82,89.82,139.29,0.0,0
838,男,pct4,27.45,92.45,145.0,0.0,0
839,男,pct4,16.08,81.08,117.12,0.0,0
840,男,pct4,27.91,92.91,104.31,0.0,0
841,男,pct4,17.62,82.62,145.0,0.0,0
842,男,pct4,26.89,91.89,145.0,0.0,0
843,男,pct4,17.07,82.07,145.0,0.0,0
844,男,pct4,18.04,83.04,93.33,0.0,0
845,男,pct4,19.11,84.11,88.94,0.0,0
846,男,pct4,38.2,103.2,94.82,8.38,1
847,男,pct4,21.53,86.53,93.98,0.0,0
848,男,pct4,14.67,79.67,145.0,0.0,0
849,男,pct4,22.17,87.17,145.0,0.0,0
850,男,pct4,15.97,80.97,104.76,0.0,0
851,男,pct4,15.48,80.48,145.0,0.0,0
852,男,pct4,21.84,86.84,145.0,0.0,0
853,男,pct4,17.6,82.6,143.06,0.0,0
854,男,pct4,18.7,83.7,91.28,0.0,0
855,男,pct4,17.52,82.52,145.0,0.0,0
856,男,pct4,18.97,83.97,108.67,0.0,0
857,男,pct4,19.39,84.39,121.87,0.0,0
858,男,pct4,10.84,75.84,99.34,0.0,0
859,男,pct4,20.58,85.58,90.51,0.0,0
860,男,pct4,13.71,78.71,85.65,0.0,0
861,男,pct4,12.24,77.24,145.0,0.0,0
862,男,pct4,17.21,82.21,91.75,0.0,0
863,男,pct4,17.83,82.83,145.0,0.0,0
864,男,pct4,14.72,79.72,88.57,0.0,0
865,男,pct4,21.43,86.43,87.15,0.0,0
866,男,pct4,12.55,77.55,145.0,0.0,0
867,男,pct4,15.8,80.8,145.0,0.0,0
868,男,pct4,15.12,80.12,116.26,0.0,0
869,男,pct4,17.26,82.26,145.0,0.0,0
870,男,pct4,18.7,83.7,83.52,0.18,0
871,男,pct4,13.62,78.62,93.14,0.0,0
872,男,pct4,20.87,85.87,88.68,0.0,0
873,男,pct4,17.74,82.74,83.27,0.0,0
874,男,pct4,10.96,75.96,120.9,0.0,0
875,男,pct4,10.78,75.78,81.75,0.0,0
876,男,pct4,17.41,82.41,86.66,0.0,0
877,男,pct4,16.54,81.54,95.33,0.0,0
878,男,pct4,17.02,82.02,91.17,0.0,0
879,男,pct4,17.34,82.34,145.0,0.0,0
880,男,pct4,18.46,83.46,145.0,0.0,0
881,男,pct4,22.05,87.05,145.0,0.0,0
882,男,pct4,13.28,78.28,145.0,0.0,0
883,男,pct4,13.09,78.09,145.0,0.0,0
884,男,pct4,13.34,78.34,111.79,0.0,0
885,男,pct4,18.75,83.75,145.0,0.0,0
886,男,pct4,23.73,88.73,145.0,0.0,0
887,男,pct4,15.7,80.7,123.62,0.0,0
888,男,pct4,9.43,74.43,98.02,0.0,0
889,男,pct4,11.48,76.48,99.51,0.0,0
890,男,pct4,14.22,79.22,91.33,0.0,0
891,男,pct4,15.22,80.22,145.0,0.0,0
892,男,pct4,15.79,80.79,107.18,0.0,0
893,男,pct4,17.63,82.63,93.35,0.0,0
894,男,pct4,16.17,81.17,93.36,0.0,0
895,男,pct4,22.61,87.61,87.51,0.1,0
896,男,pct4,14.78,79.78,145.0,0.0,0
897,男,pct4,14.12,79.12,117.38,0.0,0
898,男,pct4,19.65,84.65,90.81,0.0,0
899,男,pct4,11.96,76.96,145.0,0.0,0
900,男,pct4,19.22,84.22,94.94,0.0,0
901,男,pct4,17.91,82.91,86.07,0.0,0
902,男,pct4,16.84,81.84,145.0,0.0,0
903,男,pct4,25.82,90.82,95.33,0.0,0
904,男,pct4,14.98,79.98,97.77,0.0,0
905,男,pct4,29.0,94.0,114.54,0.0,0
906,男,pct4,16.52,81.52,145.0,0.0,0
907,男,pct4,12.75,77.75,113.13,0.0,0
908,男,pct4,17.77,82.77,87.6,0.0,0
909,男,pct4,13.4,78.4,145.0,0.0,0
910,男,pct4,14.51,79.51,96.26,0.0,0
911,男,pct4,19.26,84.26,145.0,0.0,0
912,男,pct4,20.02,85.02,111.84,0.0,0
913,男,pct4,14.98,79.98,81.79,0.0,0
914,男,pct4,22.27,87.27,145.0,0.0,0
915,男,pct4,23.22,88.22,145.0,0.0,0
916,男,pct4,24.87,89.87,145.0,0.0,0
917,男,pct4,19.89,84.89,145.0,0.0,0
918,男,pct4,24.43,89.43,89.18,0.25,0
919,男,pct4,10.99,75.99,145.0,0.0,0
920,男,pct4,16.15,81.15,92.54,0.0,0
921,男,pct4,14.11,79.11,137.63,0.0,0
922,男,pct4,17.98,82.98,87.03,0.0,0
923,男,pct4,15.17,80.17,93.62,0.0,0
924,男,pct4,16.76,81.76,93.16,0.0,0
925,男,pct4,27.76,92.76,145.0,0.0,0
926,男,pct4,16.75,81.75,145.0,0.0,0
927,男,pct4,19.34,84.34,145.0,0.0,0
928,男,pct4,16.49,81.49,86.46,0.0,0
929,男,pct4,17.79,82.79,100.02,0.0,0
930,男,pct4,17.49,82.49,92.22,0.0,0
931,男,pct4,19.5,84.5,145.0,0.0,0
932,男,pct4,23.27,88.27,145.0,0.0,0
933,男,pct4,26.2,91.2,145.0,0.0,0
934,男,pct4,18.85,83.85,92.1,0.0,0
935,男,pct4,20.19,85.19,80.03,5.16,1
936,男,pct4,13.15,78.15,83.92,0.0,0
937,男,pct4,17.09,82.09,145.0,0.0,0
938,男,pct4,22.01,87.01,97.94,0.0,0
939,男,pct4,21.61,86.61,92.16,0.0,0
940,男,pct4,18.4,83.4,145.0,0.0,0
941,男,pct4,21.72,86.72,145.0,0.0,0
942,男,pct4,19.71,84.71,113.42,0.0,0
943,男,pct4,23.47,88.47,100.5,0.0,0
944,男,pct4,18.75,83.75,105.63,0.0,0
945,男,pct4,16.0,81.0,138.36,0.0,0
946,男,pct4,18.97,83.97,145.0,0.0,0
947,男,pct4,8.49,73.49,145.0,0.0,0
948,男,pct4,19.19,84.19,145.0,0.0,0
949,男,pct4,7.11,72.11,145.0,0.0,0
950,男,pct4,11.42,76.42,87.85,0.0,0
951,男,pct4,19.52,84.52,145.0,0.0,0
952,男,pct4,19.64,84.64,100.47,0.0,0
953,男,pct4,13.12,78.12,80.75,0.0,0
954,男,pct4,14.65,79.65,82.22,0.0,0
955,男,pct4,24.47,89.47,89.2,0.28,0
956,男,pct4,15.5,80.5,145.0,0.0,0
957,男,pct4,30.34,95.34,120.59,0.0,0
958,男,pct4,17.45,82.45,129.59,0.0,0
959,男,pct4,19.31,84.31,145.0,0.0,0
960,男,pct4,26.0,91.0,87.06,3.95,1
961,男,pct4,18.04,83.04,110.36,0.0,0
962,男,pct4,13.64,78.64,145.0,0.0,0
963,男,pct4,17.0,82.0,92.35,0.0,0
964,男,pct4,17.31,82.31,113.67,0.0,0
965,男,pct4,12.48,77.48,84.85,0.0,0
966,男,pct4,16.4,81.4,145.0,0.0,0
967,男,pct4,14.55,79.55,93.09,0.0,0
968,男,pct4,21.93,86.93,145.0,0.0,0
969,男,pct4,17.61,82.61,110.1,0.0,0
970,男,pct4,16.29,81.29,145.0,0.0,0
971,男,pct4,17.01,82.01,109.04,0.0,0
972,男,pct4,18.45,83.45,110.19,0.0,0
973,男,pct4,20.33,85.33,94.55,0.0,0
974,男,pct4,13.65,78.65,121.13,0.0,0
975,男,pct4,13.51,78.51,145.0,0.0,0
976,男,pct4,22.92,87.92,91.74,0.0,0
977,男,pct4,15.78,80.78,105.9,0.0,0
978,男,pct4,12.32,77.32,94.14,0.0,0
979,男,pct4,19.48,84.48,145.0,0.0,0
980,男,pct4,19.57,84.57,107.36,0.0,0
981,男,pct4,11.98,76.98,145.0,0.0,0
982,男,pct4,18.48,83.48,103.37,0.0,0
983,男,pct4,20.93,85.93,145.0,0.0,0
984,男,pct4,19.15,84.15,86.67,0.0,0
985,男,pct4,20.4,85.4,96.99,0.0,0
986,男,pct4,12.36,77.36,134.47,0.0,0
987,男,pct4,18.95,83.95,145.0,0.0,0
988,男,pct4,16.21,81.21,137.06,0.0,0
989,男,pct4,15.51,80.51,145.0,0.0,0
990,男,pct4,21.64,86.64,145.0,0.0,0
991,男,pct4,25.14,90.14,145.0,0.0,0
992,男,pct4,27.16,92.16,108.77,0.0,0
993,男,pct4,24.14,89.14,145.0,0.0,0
994,男,pct4,17.0,82.0,96.26,0.0,0
995,男,pct4,19.05,84.05,91.96,0.0,0
996,男,pct4,21.09,86.09,87.52,0.0,0
997,男,pct4,17.99,82.99,145.0,0.0,0
998,男,pct4,18.03,83.03,145.0,0.0,0
999,男,pct4,21.39,86.39,99.47,0.0,0
1000,男,pct4,17.21,82.21,145.0,0.0,0
1001,男,pct4,14.59,79.59,145.0,0.0,0
1002,男,pct4,15.77,80.77,145.0,0.0,0
1003,男,pct4,20.41,85.41,85.16,0.25,0
1004,男,pct4,17.48,82.48,101.26,0.0,0
1005,男,pct4,18.99,83.99,96.69,0.0,0
1006,男,pct4,20.59,85.59,82.9,2.69,1
1007,男,pct4,15.92,80.92,145.0,0.0,0
1008,男,pct4,21.04,86.04,101.12,0.0,0
1009,男,pct4,19.17,84.17,145.0,0.0,0
1010,男,pct4,12.88,77.88,145.0,0.0,0
1011,男,pct4,24.91,89.91,99.01,0.0,0
1012,男,pct4,15.44,80.44,97.52,0.0,0
1013,男,pct4,11.62,76.62,121.08,0.0,0
1014,男,pct4,13.5,78.5,145.0,0.0,0
1015,男,pct4,13.58,78.58,94.83,0.0,0
1016,男,pct4,17.69,82.69,93.82,0.0,0
1017,男,pct4,16.32,81.32,145.0,0.0,0
1018,男,pct4,16.07,81.07,145.0,0.0,0
1019,男,pct4,20.34,85.34,82.58,2.76,1
1020,男,pct4,18.99,83.99,87.39,0.0,0
1021,男,pct4,18.88,83.88,145.0,0.0,0
1022,男,pct4,19.32,84.32,145.0,0.0,0
1023,男,pct4,20.32,85.32,92.01,0.0,0
1024,男,pct4,10.39,75.39,104.22,0.0,0
1025,男,pct4,15.96,80.96,112.7,0.0,0
1026,男,pct4,10.21,75.21,145.0,0.0,0
1027,男,pct4,17.62,82.62,86.4,0.0,0
1028,男,pct4,17.44,82.44,91.06,0.0,0
1029,男,pct4,22.59,87.59,145.0,0.0,0
1030,男,pct4,23.39,88.39,106.93,0.0,0
1031,男,pct4,18.36,83.36,145.0,0.0,0
1032,男,pct4,15.44,80.44,87.36,0.0,0
1033,男,pct4,19.68,84.68,145.0,0.0,0
1034,男,pct4,15.33,80.33,145.0,0.0,0
1035,男,pct4,17.46,82.46,145.0,0.0,0
1036,男,pct4,22.26,87.26,123.32,0.0,0
1037,男,pct4,15.22,80.22,107.1,0.0,0
1038,男,pct4,21.29,86.29,91.13,0.0,0
1039,男,pct4,20.63,85.63,108.16,0.0,0
1040,男,pct4,13.8,78.8,145.0,0.0,0
1041,男,pct4,22.19,87.19,106.14,0.0,0
1042,男,pct4,20.74,85.74,90.51,0.0,0
1043,男,pct4,17.91,82.91,96.13,0.0,0
1044,男,pct4,14.47,79.47,132.52,0.0,0
1045,男,pct4,14.13,79.13,98.55,0.0,0
1046,男,pct4,15.3,80.3,145.0,0.0,0
1047,男,pct4,19.96,84.96,145.0,0.0,0
1048,男,pct4,13.8,78.8,145.0,0.0,0
1049,男,pct4,19.45,84.45,145.0,0.0,0
1050,男,pct4,12.86,77.86,145.0,0.0,0
1051,男,pct4,16.61,81.61,90.03,0.0,0
1052,男,pct4,17.94,82.94,90.36,0.0,0
1053,男,pct4,31.88,96.88,107.98,0.0,0
1054,男,pct4,12.44,77.44,96.91,0.0,0
1055,男,pct4,25.09,90.09,88.11,1.98,1
1056,男,pct4,18.12,83.12,97.1,0.0,0
1057,男,pct4,19.32,84.32,96.46,0.0,0
1058,男,pct4,17.98,82.98,93.23,0.0,0
1059,男,pct4,19.48,84.48,99.92,0.0,0
1060,男,pct4,16.81,81.81,145.0,0.0,0
1061,男,pct4,24.98,89.98,132.21,0.0,0
1062,男,pct4,15.61,80.61,145.0,0.0,0
1063,男,pct4,23.08,88.08,127.43,0.0,0
1064,男,pct4,14.9,79.9,100.59,0.0,0
1065,男,pct4,17.21,82.21,112.15,0.0,0
1066,男,pct4,13.41,78.41,145.0,0.0,0
