sim_id,性别,提取模式,余命_年,死亡年龄,账户耗尽年龄,长寿缺口_年,是否长寿缺口
534,女,pct4,15.83,80.83,104.06,0.0,0
535,女,pct4,27.24,92.24,145.0,0.0,0
536,女,pct4,20.39,85.39,90.78,0.0,0
537,女,pct4,30.89,95.89,84.72,11.17,1
538,女,pct4,12.91,77.91,145.0,0.0,0
539,女,pct4,19.18,84.18,145.0,0.0,0
540,女,pct4,15.37,80.37,145.0,0.0,0
541,女,pct4,19.0,84.0,145.0,0.0,0
542,女,pct4,24.75,89.75,99.8,0.0,0
543,女,pct4,22.28,87.28,145.0,0.0,0
544,女,pct4,21.88,86.88,109.43,0.0,0
545,女,pct4,22.39,87.39,96.22,0.0,0
546,女,pct4,24.48,89.48,100.02,0.0,0
547,女,pct4,18.16,83.16,145.0,0.0,0
548,女,pct4,27.71,92.71,84.09,8.62,1
549,女,pct4,27.41,92.41,145.0,0.0,0
550,女,pct4,25.6,90.6,84.39,6.21,1
551,女,pct4,26.7,91.7,106.58,0.0,0
552,女,pct4,25.05,90.05,97.26,0.0,0
553,女,pct4,38.43,103.43,82.4,21.03,1
554,女,pct4,22.79,87.79,145.0,0.0,0
555,女,pct4,21.59,86.59,98.4,0.0,0
556,女,pct4,19.34,84.34,82.34,2.0,1
557,女,pct4,18.06,83.06,145.0,0.0,0
558,女,pct4,17.14,82.14,145.0,0.0,0
559,女,pct4,18.71,83.71,145.0,0.0,0
560,女,pct4,22.88,87.88,145.0,0.0,0
561,女,pct4,25.28,90.28,114.88,0.0,0
562,女,pct4,23.58,88.58,145.0,0.0,0
563,女,pct4,19.28,84.28,145.0,0.0,0
564,女,pct4,29.06,94.06,145.0,0.0,0
565,女,pct4,27.93,92.93,89.96,2.97,1
566,女,pct4,22.39,87.39,132.61,0.0,0
567,女,pct4,19.83,84.83,145.0,0.0,0
568,女,pct4,26.65,91.65,83.7,7.95,1
569,女,pct4,24.39,89.39,145.0,0.0,0
570,女,pct4,16.3,81.3,145.0,0.0,0
571,女,pct4,22.9,87.9,145.0,0.0,0
572,女,pct4,24.84,89.84,145.0,0.0,0
573,女,pct4,18.66,83.66,129.35,0.0,0
574,女,pct4,24.4,89.4,108.1,0.0,0
575,女,pct4,16.27,81.27,145.0,0.0,0
576,女,pct4,32.35,97.35,91.35,6.0,1
577,女,pct4,31.66,96.66,89.73,6.93,1
578,女,pct4,21.88,86.88,145.0,0.0,0
579,女,pct4,25.46,90.46,145.0,0.0,0
580,女,pct4,12.86,77.86,89.46,0.0,0
581,女,pct4,17.51,82.51,145.0,0.0,0
582,女,pct4,21.66,86.66,107.49,0.0,0
583,女,pct4,17.88,82.88,145.0,0.0,0
584,女,pct4,27.76,92.76,145.0,0.0,0
585,女,pct4,38.07,103.07,145.0,0.0,0
586,女,pct4,17.43,82.43,117.73,0.0,0
587,女,pct4,18.95,83.95,145.0,0.0,0
588,女,pct4,24.67,89.67,145.0,0.0,0
589,女,pct4,34.62,99.62,145.0,0.0,0
590,女,pct4,17.23,82.23,91.15,0.0,0
591,女,pct4,24.76,89.76,145.0,0.0,0
592,女,pct4,36.46,101.46,145.0,0.0,0
593,女,pct4,15.5,80.5,145.0,0.0,0
594,女,pct4,16.98,81.98,84.8,0.0,0
595,女,pct4,20.98,85.98,91.27,0.0,0
596,女,pct4,20.48,85.48,145.0,0.0,0
597,女,pct4,28.44,93.44,145.0,0.0,0
598,女,pct4,24.71,89.71,83.18,6.53,1
599,女,pct4,15.04,80.04,145.0,0.0,0
600,女,pct4,26.43,91.43,95.22,0.0,0
601,女,pct4,20.2,85.2,145.0,0.0,0
602,女,pct4,31.87,96.87,107.45,0.0,0
603,女,pct4,19.95,84.95,133.27,0.0,0
604,女,pct4,19.91,84.91,145.0,0.0,0
605,女,pct4,26.6,91.6,90.43,1.18,1
606,女,pct4,28.09,93.09,89.44,3.65,1
607,女,pct4,26.0,91.0,103.34,0.0,0
608,女,pct4,15.37,80.37,145.0,0.0,0
609,女,pct4,26.58,91.58,86.6,4.98,1
610,女,pct4,18.05,83.05,84.45,0.0,0
611,女,pct4,24.67,89.67,145.0,0.0,0
612,女,pct4,16.4,81.4,94.25,0.0,0
613,女,pct4,25.99,90.99,98.13,0.0,0
614,女,pct4,19.09,84.09,83.46,0.63,1
615,女,pct4,16.98,81.98,93.12,0.0,0
616,女,pct4,27.76,92.76,111.46,0.0,0
617,女,pct4,24.71,89.71,145.0,0.0,0
618,女,pct4,20.02,85.02,91.9,0.0,0
619,女,pct4,33.28,98.28,145.0,0.0,0
620,女,pct4,20.89,85.89,93.05,0.0,0
621,女,pct4,23.47,88.47,93.07,0.0,0
622,女,pct4,24.88,89.88,145.0,0.0,0
623,女,pct4,19.99,84.99,134.67,0.0,0
624,女,pct4,26.15,91.15,95.08,0.0,0
625,女,pct4,20.42,85.42,104.76,0.0,0
626,女,pct4,21.04,86.04,145.0,0.0,0
627,女,pct4,32.57,97.57,145.0,0.0,0
628,女,pct4,18.02,83.02,91.34,0.0,0
629,女,pct4,12.85,77.85,109.59,0.0,0
630,女,pct4,34.62,99.62,118.37,0.0,0
631,女,pct4,43.62,108.62,89.51,19.11,1
632,女,pct4,21.07,86.07,108.93,0.0,0
633,女,pct4,14.45,79.45,112.22,0.0,0
634,女,pct4,21.57,86.57,145.0,0.0,0
635,女,pct4,21.7,86.7,145.0,0.0,0
636,女,pct4,22.22,87.22,99.59,0.0,0
637,女,pct4,17.7,82.7,102.78,0.0,0
638,女,pct4,26.85,91.85,145.0,0.0,0
639,女,pct4,26.49,91.49,94.53,0.0,0
640,女,pct4,16.12,81.12,145.0,0.0,0
641,女,pct4,27.66,92.66,107.44,0.0,0
642,女,pct4,38.6,103.6,89.67,13.92,1
643,女,pct4,24.29,89.29,89.8,0.0,0
644,女,pct4,21.43,86.43,145.0,0.0,0
645,女,pct4,22.48,87.48,104.72,0.0,0
646,女,pct4,27.09,92.09,145.0,0.0,0
647,女,pct4,15.2,80.2,95.74,0.0,0
648,女,pct4,24.25,89.25,145.0,0.0,0
649,女,pct4,21.15,86.15,145.0,0.0,0
650,女,pct4,36.7,101.7,88.83,12.87,1
651,女,pct4,22.31,87.31,83.26,4.05,1
652,女,pct4,35.11,100.11,145.0,0.0,0
653,女,pct4,17.74,82.74,91.22,0.0,0
654,女,pct4,26.91,91.91,110.73,0.0,0
655,女,pct4,25.19,90.19,94.52,0.0,0
656,女,pct4,18.8,83.8,145.0,0.0,0
657,女,pct4,24.32,89.32,89.87,0.0,0
658,女,pct4,31.38,96.38,103.89,0.0,0
659,女,pct4,21.5,86.5,145.0,0.0,0
660,女,pct4,15.35,80.35,89.29,0.0,0
661,女,pct4,23.18,88.18,92.83,0.0,0
662,女,pct4,18.64,83.64,99.15,0.0,0
663,女,pct4,21.4,86.4,85.92,0.48,0
664,女,pct4,22.82,87.82,97.49,0.0,0
665,女,pct4,15.3,80.3,121.09,0.0,0
666,女,pct4,15.64,80.64,97.97,0.0,0
667,女,pct4,26.22,91.22,101.09,0.0,0
668,女,pct4,20.47,85.47,110.77,0.0,0
669,女,pct4,12.38,77.38,93.46,0.0,0
670,女,pct4,28.25,93.25,145.0,0.0,0
671,女,pct4,24.9,89.9,145.0,0.0,0
672,女,pct4,19.53,84.53,96.65,0.0,0
673,女,pct4,16.84,81.84,145.0,0.0,0
674,女,pct4,28.6,93.6,102.0,0.0,0
675,女,pct4,25.37,90.37,145.0,0.0,0
676,女,pct4,41.86,106.86,145.0,0.0,0
677,女,pct4,25.82,90.82,145.0,0.0,0
678,女,pct4,25.62,90.62,83.88,6.73,1
679,女,pct4,22.35,87.35,145.0,0.0,0
680,女,pct4,28.47,93.47,145.0,0.0,0
681,女,pct4,27.16,92.16,102.54,0.0,0
682,女,pct4,31.69,96.69,145.0,0.0,0
683,女,pct4,20.48,85.48,92.97,0.0,0
684,女,pct4,20.92,85.92,85.55,0.37,0
685,女,pct4,20.69,85.69,123.57,0.0,0
686,女,pct4,28.29,93.29,83.97,9.31,1
687,女,pct4,33.67,98.67,101.99,0.0,0
688,女,pct4,20.8,85.8,145.0,0.0,0
689,女,pct4,20.97,85.97,83.2,2.77,1
690,女,pct4,25.16,90.16,86.98,3.18,1
691,女,pct4,21.92,86.92,89.06,0.0,0
692,女,pct4,29.43,94.43,108.56,0.0,0
693,女,pct4,13.37,78.37,98.72,0.0,0
694,女,pct4,19.0,84.0,145.0,0.0,0
695,女,pct4,19.2,84.2,145.0,0.0,0
696,女,pct4,13.15,78.15,145.0,0.0,0
697,女,pct4,18.37,83.37,124.1,0.0,0
698,女,pct4,18.59,83.59,145.0,0.0,0
699,女,pct4,22.16,87.16,90.82,0.0,0
700,女,pct4,30.62,95.62,145.0,0.0,0
701,女,pct4,21.92,86.92,88.34,0.0,0
702,女,pct4,18.06,83.06,145.0,0.0,0
703,女,pct4,22.96,87.96,145.0,0.0,0
704,女,pct4,30.15,95.15,134.54,0.0,0
705,女,pct4,18.31,83.31,104.02,0.0,0
706,女,pct4,18.61,83.61,145.0,0.0,0
707,女,pct4,26.72,91.72,79.66,12.06,1
708,女,pct4,22.05,87.05,145.0,0.0,0
709,女,pct4,27.31,92.31,106.37,0.0,0
710,女,pct4,23.21,88.21,109.17,0.0,0
711,女,pct4,27.67,92.67,145.0,0.0,0
712,女,pct4,18.05,83.05,108.03,0.0,0
713,女,pct4,23.21,88.21,88.09,0.12,0
714,女,pct4,22.11,87.11,105.27,0.0,0
715,女,pct4,17.26,82.26,116.49,0.0,0
716,女,pct4,15.84,80.84,120.7,0.0,0
717,女,pct4,27.57,92.57,126.21,0.0,0
718,女,pct4,21.36,86.36,145.0,0.0,0
719,女,pct4,18.1,83.1,88.57,0.0,0
720,女,pct4,22.74,87.74,128.21,0.0,0
721,女,pct4,30.74,95.74,145.0,0.0,0
722,女,pct4,13.28,78.28,84.09,0.0,0
723,女,pct4,16.11,81.11,128.82,0.0,0
724,女,pct4,18.55,83.55,94.53,0.0,0
725,女,pct4,33.37,98.37,98.61,0.0,0
726,女,pct4,24.96,89.96,90.35,0.0,0
727,女,pct4,28.13,93.13,104.25,0.0,0
728,女,pct4,17.58,82.58,145.0,0.0,0
729,女,pct4,17.67,82.67,87.09,0.0,0
730,女,pct4,26.0,91.0,87.85,3.15,1
731,女,pct4,23.62,88.62,86.81,1.81,1
732,女,pct4,26.65,91.65,145.0,0.0,0
733,女,pct4,22.23,87.23,96.69,0.0,0
734,女,pct4,24.93,89.93,110.46,0.0,0
735,女,pct4,24.21,89.21,97.9,0.0,0
736,女,pct4,28.2,93.2,89.93,3.27,1
737,女,pct4,28.4,93.4,102.13,0.0,0
738,女,pct4,15.63,80.63,145.0,0.0,0
739,女,pct4,13.39,78.39,145.0,0.0,0
740,女,pct4,29.8,94.8,90.92,3.88,1
741,女,pct4,31.19,96.19,145.0,0.0,0
742,女,pct4,18.11,83.11,91.17,0.0,0
743,女,pct4,14.73,79.73,83.87,0.0,0
744,女,pct4,23.86,88.86,145.0,0.0,0
745,女,pct4,29.28,94.28,145.0,0.0,0
746,女,pct4,36.25,101.25,145.0,0.0,0
747,女,pct4,26.44,91.44,96.55,0.0,0
748,女,pct4,21.25,86.25,104.35,0.0,0
749,女,pct4,18.69,83.69,145.0,0.0,0
750,女,pct4,23.35,88.35,145.0,0.0,0
751,女,pct4,21.63,86.63,98.1,0.0,0
752,女,pct4,18.13,83.13,84.73,0.0,0
753,女,pct4,38.56,103.56,120.59,0.0,0
754,女,pct4,36.14,101.14,145.0,0.0,0
755,女,pct4,30.8,95.8,87.62,8.18,1
756,女,pct4,18.56,83.56,145.0,0.0,0
757,女,pct4,28.74,93.74,145.0,0.0,0
758,女,pct4,27.25,92.25,145.0,0.0,0
759,女,pct4,25.96,90.96,145.0,0.0,0
760,女,pct4,31.67,96.67,92.91,3.76,1
761,女,pct4,27.23,92.23,84.75,7.48,1
762,女,pct4,27.94,92.94,95.39,0.0,0
763,女,pct4,27.24,92.24,145.0,0.0,0
764,女,pct4,25.32,90.32,95.25,0.0,0
765,女,pct4,15.01,80.01,92.91,0.0,0
766,女,pct4,23.77,88.77,83.64,5.13,1
767,女,pct4,20.3,85.3,145.0,0.0,0
768,女,pct4,16.99,81.99,145.0,0.0,0
769,女,pct4,35.23,100.23,145.0,0.0,0
770,女,pct4,35.64,100.64,145.0,0.0,0
771,女,pct4,32.54,97.54,145.0,0.0,0
772,女,pct4,24.79,89.79,101.86,0.0,0
773,女,pct4,32.47,97.47,104.46,0.0,0
774,女,pct4,23.35,88.35,97.39,0.0,0
775,女,pct4,24.48,89.48,145.0,0.0,0
776,女,pct4,17.79,82.79,145.0,0.0,0
777,女,pct4,25.67,90.67,96.66,0.0,0
778,女,pct4,23.63,88.63,145.0,0.0,0
779,女,pct4,16.89,81.89,89.27,0.0,0
780,女,pct4,22.99,87.99,145.0,0.0,0
781,女,pct4,22.83,87.83,93.38,0.0,0
782,女,pct4,36.25,101.25,145.0,0.0,0
783,女,pct4,29.02,94.02,145.0,0.0,0
784,女,pct4,23.35,88.35,145.0,0.0,0
785,女,pct4,24.75,89.75,118.75,0.0,0
786,女,pct4,23.54,88.54,112.55,0.0,0
787,女,pct4,22.15,87.15,108.89,0.0,0
788,女,pct4,17.84,82.84,94.67,0.0,0
789,女,pct4,22.43,87.43,96.94,0.0,0
790,女,pct4,19.38,84.38,145.0,0.0,0
791,女,pct4,17.11,82.11,106.57,0.0,0
792,女,pct4,26.41,91.41,91.72,0.0,0
793,女,pct4,25.64,90.64,95.69,0.0,0
794,女,pct4,15.0,80.0,145.0,0.0,0
795,女,pct4,22.59,87.59,145.0,0.0,0
796,女,pct4,29.75,94.75,145.0,0.0,0
797,女,pct4,30.22,95.22,101.48,0.0,0
798,女,pct4,29.97,94.97,145.0,0.0,0
799,女,pct4,23.51,88.51,93.64,0.0,0
800,女,pct4,18.91,83.91,101.42,0.0,0
801,女,pct4,17.83,82.83,145.0,0.0,0
802,女,pct4,25.35,90.35,145.0,0.0,0
803,女,pct4,25.56,90.56,89.55,1.01,1
804,女,pct4,31.97,96.97,90.89,6.08,1
805,女,pct4,30.53,95.53,120.08,0.0,0
806,女,pct4,22.54,87.54,145.0,0.0,0
807,女,pct4,17.14,82.14,83.17,0.0,0
808,女,pct4,21.52,86.52,145.0,0.0,0
809,女,pct4,24.56,89.56,86.28,3.29,1
810,女,pct4,22.15,87.15,93.77,0.0,0
811,女,pct4,20.2,85.2,98.75,0.0,0
812,女,pct4,24.78,89.78,97.53,0.0,0
813,女,pct4,20.57,85.57,95.39,0.0,0
814,女,pct4,19.95,84.95,112.33,0.0,0
815,女,pct4,25.14,90.14,95.36,0.0,0
816,女,pct4,21.09,86.09,85.7,0.39,0
817,女,pct4,24.73,89.73,145.0,0.0,0
818,女,pct4,24.9,89.9,145.0,0.0,0
819,女,pct4,17.59,82.59,145.0,0.0,0
820,女,pct4,20.68,85.68,85.2,0.48,0
821,女,pct4,33.17,98.17,145.0,0.0,0
822,女,pct4,17.49,82.49,145.0,0.0,0
823,女,pct4,13.83,78.83,89.07,0.0,0
824,女,pct4,14.72,79.72,112.45,0.0,0
825,女,pct4,23.45,88.45,106.25,0.0,0
826,女,pct4,23.46,88.46,145.0,0.0,0
827,女,pct4,22.62,87.62,145.0,0.0,0
828,女,pct4,31.4,96.4,84.47,11.92,1
829,女,pct4,12.06,77.06,145.0,0.0,0
830,女,pct4,25.67,90.67,90.23,0.43,0
831,女,pct4,34.2,99.2,145.0,0.0,0
832,女,pct4,17.64,82.64,145.0,0.0,0
833,女,pct4,21.2,86.2,89.41,0.0,0
834,女,pct4,19.34,84.34,145.0,0.0,0
835,女,pct4,18.68,83.68,106.61,0.0,0
836,女,pct4,21.49,86.49,145.0,0.0,0
837,女,pct4,33.09,98.09,139.29,0.0,0
838,女,pct4,36.6,101.6,145.0,0.0,0
839,女,pct4,21.44,86.44,117.12,0.0,0
840,女,pct4,37.22,102.22,104.31,0.0,0
841,女,pct4,23.49,88.49,145.0,0.0,0
842,女,pct4,35.86,100.86,145.0,0.0,0
843,女,pct4,22.75,87.75,145.0,0.0,0
844,女,pct4,24.05,89.05,93.33,0.0,0
845,女,pct4,25.48,90.48,88.94,1.54,1
846,女,pct4,45.0,110.0,94.82,15.18,1
847,女,pct4,28.71,93.71,93.98,0.0,0
848,女,pct4,19.56,84.56,145.0,0.0,0
849,女,pct4,29.56,94.56,145.0,0.0,0
850,女,pct4,21.3,86.3,104.76,0.0,0
851,女,pct4,20.64,85.64,145.0,0.0,0
852,女,pct4,29.12,94.12,145.0,0.0,0
853,女,pct4,23.46,88.46,143.06,0.0,0
854,女,pct4,24.94,89.94,91.28,0.0,0
855,女,pct4,23.36,88.36,145.0,0.0,0
856,女,pct4,25.3,90.3,108.67,0.0,0
857,女,pct4,25.85,90.85,121.87,0.0,0
858,女,pct4,14.45,79.45,99.34,0.0,0
859,女,pct4,27.44,92.44,90.51,1.93,1
860,女,pct4,18.28,83.28,85.65,0.0,0
861,女,pct4,16.32,81.32,145.0,0.0,0
862,女,pct4,22.95,87.95,91.75,0.0,0
863,女,pct4,23.77,88.77,145.0,0.0,0
864,女,pct4,19.63,84.63,88.57,0.0,0
865,女,pct4,28.57,93.57,87.15,6.42,1
866,女,pct4,16.73,81.73,145.0,0.0,0
867,女,pct4,21.06,86.06,145.0,0.0,0
868,女,pct4,20.16,85.16,116.26,0.0,0
869,女,pct4,23.02,88.02,145.0,0.0,0
870,女,pct4,24.94,89.94,83.52,6.41,1
871,女,pct4,18.17,83.17,93.14,0.0,0
872,女,pct4,27.83,92.83,88.68,4.15,1
873,女,pct4,23.65,88.65,83.27,5.38,1
874,女,pct4,14.61,79.61,120.9,0.0,0
875,女,pct4,14.38,79.38,81.75,0.0,0
876,女,pct4,23.21,88.21,86.66,1.55,1
877,女,pct4,22.05,87.05,95.33,0.0,0
878,女,pct4,22.7,87.7,91.17,0.0,0
879,女,pct4,23.12,88.12,145.0,0.0,0
880,女,pct4,24.61,89.61,145.0,0.0,0
881,女,pct4,29.4,94.4,145.0,0.0,0
882,女,pct4,17.71,82.71,145.0,0.0,0
883,女,pct4,17.45,82.45,145.0,0.0,0
884,女,pct4,17.79,82.79,111.79,0.0,0
885,女,pct4,25.0,90.0,145.0,0.0,0
886,女,pct4,31.64,96.64,145.0,0.0,0
887,女,pct4,20.94,85.94,123.62,0.0,0
888,女,pct4,12.58,77.58,98.02,0.0,0
889,女,pct4,15.31,80.31,99.51,0.0,0
890,女,pct4,18.97,83.97,91.33,0.0,0
891,女,pct4,20.3,85.3,145.0,0.0,0
892,女,pct4,21.06,86.06,107.18,0.0,0
893,女,pct4,23.51,88.51,93.35,0.0,0
894,女,pct4,21.56,86.56,93.36,0.0,0
895,女,pct4,30.15,95.15,87.51,7.63,1
896,女,pct4,19.71,84.71,145.0,0.0,0
897,女,pct4,18.83,83.83,117.38,0.0,0
898,女,pct4,26.2,91.2,90.81,0.39,0
899,女,pct4,15.95,80.95,145.0,0.0,0
900,女,pct4,25.63,90.63,94.94,0.0,0
901,女,pct4,23.88,88.88,86.07,2.81,1
902,女,pct4,22.45,87.45,145.0,0.0,0
903,女,pct4,34.43,99.43,95.33,4.1,1
904,女,pct4,19.98,84.98,97.77,0.0,0
905,女,pct4,38.67,103.67,114.54,0.0,0
906,女,pct4,22.03,87.03,145.0,0.0,0
907,女,pct4,17.0,82.0,113.13,0.0,0
908,女,pct4,23.69,88.69,87.6,1.08,1
909,女,pct4,17.86,82.86,145.0,0.0,0
910,女,pct4,19.35,84.35,96.26,0.0,0
911,女,pct4,25.67,90.67,145.0,0.0,0
912,女,pct4,26.7,91.7,111.84,0.0,0
913,女,pct4,19.98,84.98,81.79,3.19,1
914,女,pct4,29.69,94.69,145.0,0.0,0
915,女,pct4,30.96,95.96,145.0,0.0,0
916,女,pct4,33.16,98.16,145.0,0.0,0
917,女,pct4,26.53,91.53,145.0,0.0,0
918,女,pct4,32.57,97.57,89.18,8.39,1
919,女,pct4,14.65,79.65,145.0,0.0,0
920,女,pct4,21.53,86.53,92.54,0.0,0
921,女,pct4,18.81,83.81,137.63,0.0,0
922,女,pct4,23.98,88.98,87.03,1.95,1
923,女,pct4,20.23,85.23,93.62,0.0,0
924,女,pct4,22.35,87.35,93.16,0.0,0
925,女,pct4,37.01,102.01,145.0,0.0,0
926,女,pct4,22.33,87.33,145.0,0.0,0
927,女,pct4,25.78,90.78,145.0,0.0,0
928,女,pct4,21.99,86.99,86.46,0.53,1
929,女,pct4,23.72,88.72,100.02,0.0,0
930,女,pct4,23.32,88.32,92.22,0.0,0
931,女,pct4,26.0,91.0,145.0,0.0,0
932,女,pct4,31.02,96.02,145.0,0.0,0
933,女,pct4,34.93,99.93,145.0,0.0,0
934,女,pct4,25.13,90.13,92.1,0.0,0
935,女,pct4,26.92,91.92,80.03,11.89,1
936,女,pct4,17.54,82.54,83.92,0.0,0
937,女,pct4,22.79,87.79,145.0,0.0,0
938,女,pct4,29.35,94.35,97.94,0.0,0
939,女,pct4,28.82,93.82,92.16,1.66,1
940,女,pct4,24.53,89.53,145.0,0.0,0
941,女,pct4,28.96,93.96,145.0,0.0,0
942,女,pct4,26.27,91.27,113.42,0.0,0
943,女,pct4,31.29,96.29,100.5,0.0,0
944,女,pct4,25.0,90.0,105.63,0.0,0
945,女,pct4,21.33,86.33,138.36,0.0,0
946,女,pct4,25.29,90.29,145.0,0.0,0
947,女,pct4,11.32,76.32,145.0,0.0,0
948,女,pct4,25.59,90.59,145.0,0.0,0
949,女,pct4,9.48,74.48,145.0,0.0,0
950,女,pct4,15.23,80.23,87.85,0.0,0
951,女,pct4,26.02,91.02,145.0,0.0,0
952,女,pct4,26.19,91.19,100.47,0.0,0
953,女,pct4,17.49,82.49,80.75,1.74,1
954,女,pct4,19.54,84.54,82.22,2.32,1
955,女,pct4,32.63,97.63,89.2,8.43,1
956,女,pct4,20.67,85.67,145.0,0.0,0
957,女,pct4,40.45,105.45,120.59,0.0,0
958,女,pct4,23.27,88.27,129.59,0.0,0
959,女,pct4,25.74,90.74,145.0,0.0,0
960,女,pct4,34.67,99.67,87.06,12.61,1
961,女,pct4,24.05,89.05,110.36,0.0,0
962,女,pct4,18.19,83.19,145.0,0.0,0
963,女,pct4,22.66,87.66,92.35,0.0,0
964,女,pct4,23.08,88.08,113.67,0.0,0
965,女,pct4,16.64,81.64,84.85,0.0,0
966,女,pct4,21.86,86.86,145.0,0.0,0
967,女,pct4,19.39,84.39,93.09,0.0,0
968,女,pct4,29.23,94.23,145.0,0.0,0
969,女,pct4,23.48,88.48,110.1,0.0,0
970,女,pct4,21.72,86.72,145.0,0.0,0
971,女,pct4,22.68,87.68,109.04,0.0,0
972,女,pct4,24.6,89.6,110.19,0.0,0
973,女,pct4,27.1,92.1,94.55,0.0,0
974,女,pct4,18.2,83.2,121.13,0.0,0
975,女,pct4,18.02,83.02,145.0,0.0,0
976,女,pct4,30.56,95.56,91.74,3.83,1
977,女,pct4,21.04,86.04,105.9,0.0,0
978,女,pct4,16.43,81.43,94.14,0.0,0
979,女,pct4,25.97,90.97,145.0,0.0,0
980,女,pct4,26.1,91.1,107.36,0.0,0
981,女,pct4,15.97,80.97,145.0,0.0,0
982,女,pct4,24.64,89.64,103.37,0.0,0
983,女,pct4,27.91,92.91,145.0,0.0,0
984,女,pct4,25.53,90.53,86.67,3.87,1
985,女,pct4,27.2,92.2,96.99,0.0,0
986,女,pct4,16.48,81.48,134.47,0.0,0
987,女,pct4,25.26,90.26,145.0,0.0,0
988,女,pct4,21.61,86.61,137.06,0.0,0
989,女,pct4,20.67,85.67,145.0,0.0,0
990,女,pct4,28.85,93.85,145.0,0.0,0
991,女,pct4,33.51,98.51,145.0,0.0,0
992,女,pct4,36.22,101.22,108.77,0.0,0
993,女,pct4,32.18,97.18,145.0,0.0,0
994,女,pct4,22.66,87.66,96.26,0.0,0
995,女,pct4,25.4,90.4,91.96,0.0,0
996,女,pct4,28.12,93.12,87.52,5.61,1
997,女,pct4,23.99,88.99,145.0,0.0,0
998,女,pct4,24.05,89.05,145.0,0.0,0
999,女,pct4,28.52,93.52,99.47,0.0,0
1000,女,pct4,22.95,87.95,145.0,0.0,0
1001,女,pct4,19.46,84.46,145.0,0.0,0
1002,女,pct4,21.02,86.02,145.0,0.0,0
1003,女,pct4,27.22,92.22,85.16,7.06,1
1004,女,pct4,23.3,88.3,101.26,0.0,0
1005,女,pct4,25.32,90.32,96.69,0.0,0
1006,女,pct4,27.46,92.46,82.9,9.56,1
1007,女,pct4,21.23,86.23,145.0,0.0,0
1008,女,pct4,28.05,93.05,101.12,0.0,0
1009,女,pct4,25.56,90.56,145.0,0.0,0
1010,女,pct4,17.18,82.18,145.0,0.0,0
1011,女,pct4,33.21,98.21,99.01,0.0,0
1012,女,pct4,20.58,85.58,97.52,0.0,0
1013,女,pct4,15.49,80.49,121.08,0.0,0
1014,女,pct4,18.0,83.0,145.0,0.0,0
1015,女,pct4,18.11,83.11,94.83,0.0,0
1016,女,pct4,23.58,88.58,93.82,0.0,0
1017,女,pct4,21.77,86.77,145.0,0.0,0
1018,女,pct4,21.43,86.43,145.0,0.0,0
1019,女,pct4,27.12,92.12,82.58,9.54,1
1020,女,pct4,25.32,90.32,87.39,2.92,1
1021,女,pct4,25.17,90.17,145.0,0.0,0
1022,女,pct4,25.76,90.76,145.0,0.0,0
1023,女,pct4,27.1,92.1,92.01,0.09,0
1024,女,pct4,13.86,78.86,104.22,0.0,0
1025,女,pct4,21.29,86.29,112.7,0.0,0
1026,女,pct4,13.61,78.61,145.0,0.0,0
1027,女,pct4,23.49,88.49,86.4,2.09,1
1028,女,pct4,23.26,88.26,91.06,0.0,0
1029,女,pct4,30.12,95.12,145.0,0.0,0
1030,女,pct4,31.19,96.19,106.93,0.0,0
1031,女,pct4,24.48,89.48,145.0,0.0,0
1032,女,pct4,20.58,85.58,87.36,0.0,0
1033,女,pct4,26.24,91.24,145.0,0.0,0
1034,女,pct4,20.45,85.45,145.0,0.0,0
1035,女,pct4,23.28,88.28,145.0,0.0,0
1036,女,pct4,29.68,94.68,123.32,0.0,0
1037,女,pct4,20.3,85.3,107.1,0.0,0
1038,女,pct4,28.39,93.39,91.13,2.26,1
1039,女,pct4,27.51,92.51,108.16,0.0,0
1040,女,pct4,18.41,83.41,145.0,0.0,0
1041,女,pct4,29.59,94.59,106.14,0.0,0
1042,女,pct4,27.65,92.65,90.51,2.14,1
1043,女,pct4,23.88,88.88,96.13,0.0,0
1044,女,pct4,19.3,84.3,132.52,0.0,0
1045,女,pct4,18.84,83.84,98.55,0.0,0
1046,女,pct4,20.4,85.4,145.0,0.0,0
1047,女,pct4,26.61,91.61,145.0,0.0,0
1048,女,pct4,18.4,83.4,145.0,0.0,0
1049,女,pct4,25.93,90.93,145.0,0.0,0
1050,女,pct4,17.15,82.15,145.0,0.0,0
1051,女,pct4,22.14,87.14,90.03,0.0,0
1052,女,pct4,23.92,88.92,90.36,0.0,0
1053,女,pct4,42.51,107.51,107.98,0.0,0
1054,女,pct4,16.59,81.59,96.91,0.0,0
1055,女,pct4,33.45,98.45,88.11,10.35,1
1056,女,pct4,24.16,89.16,97.1,0.0,0
1057,女,pct4,25.76,90.76,96.46,0.0,0
1058,女,pct4,23.97,88.97,93.23,0.0,0
1059,女,pct4,25.98,90.98,99.92,0.0,0
1060,女,pct4,22.42,87.42,145.0,0.0,0
1061,女,pct4,33.31,98.31,132.21,0.0,0
1062,女,pct4,20.81,85.81,145.0,0.0,0
1063,女,pct4,30.77,95.77,127.43,0.0,0
1064,女,pct4,19.87,84.87,100.59,0.0,0
1065,女,pct4,22.94,87.94,112.15,0.0,0
1066,女,pct4,17.88,82.88,145.0,0.0,0
