年份,情景,基金类型,配置权重_中枢,年率化回报_小数,年率化回报_百分比,eMPF行政费率_现行,eMPF行政费率_旧值,若仍用旧费率0.37%的净回报_百分比,eMPF降费对净回报提升_bp,真实或假设,来源或假设
2032,低,保守基金,0.1,0.00885,0.885,0.0029,0.0037,0.805,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,低,制度加权(系统),1.0,0.0276,2.76,0.0029,0.0037,2.68,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2032,中,股票基金,0.3,0.0471,4.71,0.0029,0.0037,4.63,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,中,混合资产基金,0.35,0.0441,4.41,0.0029,0.0037,4.33,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,中,DIS核心累积基金,0.25,0.0691,6.91,0.0029,0.0037,6.83,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,中,保守基金,0.1,0.01455,1.455,0.0029,0.0037,1.375,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,中,制度加权(系统),1.0,0.0466,4.66,0.0029,0.0037,4.58,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2032,高,股票基金,0.3,0.0681,6.81,0.0029,0.0037,6.73,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,高,混合资产基金,0.35,0.0651,6.51,0.0029,0.0037,6.43,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,高,DIS核心累积基金,0.25,0.0901,9.01,0.0029,0.0037,8.93,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,高,保守基金,0.1,0.02085,2.085,0.0029,0.0037,2.005,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2032,高,制度加权(系统),1.0,0.0676,6.76,0.0029,0.0037,6.68,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2033,低,股票基金,0.3,0.028829,2.883,0.0029,0.0037,2.803,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,低,混合资产基金,0.35,0.025829,2.583,0.0029,0.0037,2.503,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,低,DIS核心累积基金,0.25,0.050829,5.083,0.0029,0.0037,5.003,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,低,保守基金,0.1,0.008775,0.877,0.0029,0.0037,0.797,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,低,制度加权(系统),1.0,0.027889,2.789,0.0029,0.0037,2.709,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2033,中,股票基金,0.3,0.047829,4.783,0.0029,0.0037,4.703,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,中,混合资产基金,0.35,0.044829,4.483,0.0029,0.0037,4.403,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,中,DIS核心累积基金,0.25,0.069829,6.983,0.0029,0.0037,6.903,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,中,保守基金,0.1,0.014475,1.448,0.0029,0.0037,1.367,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,中,制度加权(系统),1.0,0.046889,4.689,0.0029,0.0037,4.609,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2033,高,股票基金,0.3,0.068829,6.883,0.0029,0.0037,6.803,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,高,混合资产基金,0.35,0.065829,6.583,0.0029,0.0037,6.503,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,高,DIS核心累积基金,0.25,0.090829,9.083,0.0029,0.0037,9.003,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,高,保守基金,0.1,0.020775,2.077,0.0029,0.0037,1.998,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2033,高,制度加权(系统),1.0,0.067889,6.789,0.0029,0.0037,6.709,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2034,低,股票基金,0.3,0.0308,3.08,0.0029,0.0037,3.0,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,低,混合资产基金,0.35,0.0278,2.78,0.0029,0.0037,2.7,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,低,DIS核心累积基金,0.25,0.0528,5.28,0.0029,0.0037,5.2,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,低,保守基金,0.1,0.0087,0.87,0.0029,0.0037,0.79,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,低,制度加权(系统),1.0,0.0288,2.88,0.0029,0.0037,2.8,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2034,中,股票基金,0.3,0.0498,4.98,0.0029,0.0037,4.9,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,中,混合资产基金,0.35,0.0468,4.68,0.0029,0.0037,4.6,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,中,DIS核心累积基金,0.25,0.0718,7.18,0.0029,0.0037,7.1,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,中,保守基金,0.1,0.0144,1.44,0.0029,0.0037,1.36,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,中,制度加权(系统),1.0,0.0478,4.78,0.0029,0.0037,4.7,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2034,高,股票基金,0.3,0.0708,7.08,0.0029,0.0037,7.0,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,高,混合资产基金,0.35,0.0678,6.78,0.0029,0.0037,6.7,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,高,DIS核心累积基金,0.25,0.0928,9.28,0.0029,0.0037,9.2,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,高,保守基金,0.1,0.0207,2.07,0.0029,0.0037,1.99,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2034,高,制度加权(系统),1.0,0.0688,6.88,0.0029,0.0037,6.8,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2035,低,股票基金,0.3,0.032771,3.277,0.0029,0.0037,3.197,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,低,混合资产基金,0.35,0.029771,2.977,0.0029,0.0037,2.897,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,低,DIS核心累积基金,0.25,0.054771,5.477,0.0029,0.0037,5.397,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,低,保守基金,0.1,0.008625,0.862,0.0029,0.0037,0.782,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,低,制度加权(系统),1.0,0.029711,2.971,0.0029,0.0037,2.891,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2035,中,股票基金,0.3,0.051771,5.177,0.0029,0.0037,5.097,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,中,混合资产基金,0.35,0.048771,4.877,0.0029,0.0037,4.797,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,中,DIS核心累积基金,0.25,0.073771,7.377,0.0029,0.0037,7.297,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,中,保守基金,0.1,0.014325,1.432,0.0029,0.0037,1.352,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,中,制度加权(系统),1.0,0.048711,4.871,0.0029,0.0037,4.791,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2035,高,股票基金,0.3,0.072771,7.277,0.0029,0.0037,7.197,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,高,混合资产基金,0.35,0.069771,6.977,0.0029,0.0037,6.897,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,高,DIS核心累积基金,0.25,0.094771,9.477,0.0029,0.0037,9.397,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,高,保守基金,0.1,0.020625,2.062,0.0029,0.0037,1.983,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2035,高,制度加权(系统),1.0,0.069711,6.971,0.0029,0.0037,6.891,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2036,低,股票基金,0.3,0.0335,3.35,0.0029,0.0037,3.27,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,低,混合资产基金,0.35,0.0305,3.05,0.0029,0.0037,2.97,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,低,DIS核心累积基金,0.25,0.0555,5.55,0.0029,0.0037,5.47,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,低,保守基金,0.1,0.00855,0.855,0.0029,0.0037,0.775,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,低,制度加权(系统),1.0,0.03,3.0,0.0029,0.0037,2.92,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2036,中,股票基金,0.3,0.0525,5.25,0.0029,0.0037,5.17,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,中,混合资产基金,0.35,0.0495,4.95,0.0029,0.0037,4.87,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,中,DIS核心累积基金,0.25,0.0745,7.45,0.0029,0.0037,7.37,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,中,保守基金,0.1,0.01425,1.425,0.0029,0.0037,1.345,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,中,制度加权(系统),1.0,0.049,4.9,0.0029,0.0037,4.82,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2036,高,股票基金,0.3,0.0735,7.35,0.0029,0.0037,7.27,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,高,混合资产基金,0.35,0.0705,7.05,0.0029,0.0037,6.97,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,高,DIS核心累积基金,0.25,0.0955,9.55,0.0029,0.0037,9.47,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,高,保守基金,0.1,0.02055,2.055,0.0029,0.0037,1.975,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2036,高,制度加权(系统),1.0,0.07,7.0,0.0029,0.0037,6.92,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2037,低,股票基金,0.3,0.032471,3.247,0.0029,0.0037,3.167,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,低,混合资产基金,0.35,0.029471,2.947,0.0029,0.0037,2.867,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,低,DIS核心累积基金,0.25,0.054471,5.447,0.0029,0.0037,5.367,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,低,保守基金,0.1,0.008475,0.848,0.0029,0.0037,0.767,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,低,制度加权(系统),1.0,0.029411,2.941,0.0029,0.0037,2.861,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2037,中,股票基金,0.3,0.051471,5.147,0.0029,0.0037,5.067,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,中,混合资产基金,0.35,0.048471,4.847,0.0029,0.0037,4.767,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,中,DIS核心累积基金,0.25,0.073471,7.347,0.0029,0.0037,7.267,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,中,保守基金,0.1,0.014175,1.417,0.0029,0.0037,1.337,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,中,制度加权(系统),1.0,0.048411,4.841,0.0029,0.0037,4.761,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2037,高,股票基金,0.3,0.072471,7.247,0.0029,0.0037,7.167,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,高,混合资产基金,0.35,0.069471,6.947,0.0029,0.0037,6.867,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,高,DIS核心累积基金,0.25,0.094471,9.447,0.0029,0.0037,9.367,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,高,保守基金,0.1,0.020475,2.047,0.0029,0.0037,1.967,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2037,高,制度加权(系统),1.0,0.069411,6.941,0.0029,0.0037,6.861,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2038,低,股票基金,0.3,0.0302,3.02,0.0029,0.0037,2.94,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2038,低,混合资产基金,0.35,0.0272,2.72,0.0029,0.0037,2.64,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2038,低,DIS核心累积基金,0.25,0.0522,5.22,0.0029,0.0037,5.14,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2038,低,保守基金,0.1,0.0084,0.84,0.0029,0.0037,0.76,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2038,低,制度加权(系统),1.0,0.0282,2.82,0.0029,0.0037,2.74,8.0,混合,[混合] 中情景中枢对齐制度加权约4.9%[真实数据量级]；低/高情景约3%/7%[假设]；配置加权参考值≈5.185%；含eMPF敏感性
2038,中,股票基金,0.3,0.0492,4.92,0.0029,0.0037,4.84,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
2038,中,混合资产基金,0.35,0.0462,4.62,0.0029,0.0037,4.54,8.0,混合,[混合] 股票5.1%/混合4.8%/DIS核心7.3%/制度加权约4.9%为公开回报中枢[真实数据量级]；保守基金与配置权重、情景偏移、周期项为[假设]；eMPF费率0.29%←旧值0.37%[真实数据·积金局]
