年份,情景,性别,总人口,少儿0_14,劳动人口15_64,准退休55_59,退休65及以上,老龄化率_65plus占比,来源或假设
2030,高,混合,7343938.3,619292.0,4566302.3,563137.8,2158344.0,0.2939,男+女合计；可供可视化男/女/混合切换
2031,中,混合,7318519.3,580395.2,4508324.3,561780.7,2229799.8,0.3047,男+女合计；可供可视化男/女/混合切换
2031,低,混合,7217948.5,557606.5,4439694.2,556666.2,2220647.8,0.3077,男+女合计；可供可视化男/女/混合切换
2031,高,混合,7391150.4,601171.8,4554077.5,565190.4,2235901.1,0.3025,男+女合计；可供可视化男/女/混合切换
2032,中,混合,7350815.0,567156.3,4491141.5,559037.9,2292517.2,0.3119,男+女合计；可供可视化男/女/混合切换
2032,低,混合,7227855.7,539604.4,4407369.5,552773.4,2280881.8,0.3156,男+女合计；可供可视化男/女/混合切换
2032,高,混合,7439515.7,592252.4,4546989.4,563214.3,2300273.9,0.3092,男+女合计；可供可视化男/女/混合切换
2033,中,混合,7382208.2,553773.9,4475962.0,556566.2,2352472.3,0.3187,男+女合计；可供可视化男/女/混合切换
2033,低,混合,7236064.6,521351.1,4376587.0,549108.9,2338126.5,0.3231,男+女合计；可供可视化男/女/混合切换
2033,高,混合,7487530.2,583282.1,4542211.8,561537.7,2362036.3,0.3155,男+女合计；可供可视化男/女/混合切换
2034,中,混合,7413054.3,540249.1,4462760.1,554363.6,2410045.1,0.3251,男+女合计；可供可视化男/女/混合切换
2034,低,混合,7242927.3,502843.1,4347327.2,545670.7,2392757.0,0.3304,男+女合计；可供可视化男/女/混合切换
2034,高,混合,7535553.4,574267.4,4539715.5,560158.9,2421570.5,0.3214,男+女合计；可供可视化男/女/混合切换
2035,中,混合,7443672.9,526583.9,4451511.5,552428.5,2465577.5,0.3312,男+女合计；可供可视化男/女/混合切换
2035,低,混合,7248758.6,484077.6,4319569.9,542456.8,2445111.1,0.3373,男+女合计；可供可视化男/女/混合切换
2035,高,混合,7583908.7,565214.5,4539472.3,559076.2,2479221.9,0.3269,男+女合计；可供可视化男/女/混合切换
2036,中,混合,7474349.0,512780.0,4442190.5,550759.1,2519378.5,0.3371,男+女合计；可供可视化男/女/混合切换
2036,低,混合,7253840.4,465051.5,4293295.2,539465.8,2495493.7,0.344,男+女合计；可供可视化男/女/混合切换
2036,高,混合,7632885.6,556130.4,4541453.6,558287.9,2535301.6,0.3322,男+女合计；可供可视化男/女/混合切换
2037,中,混合,7500349.4,514447.4,4415702.0,552821.7,2570200.0,0.3427,男+女合计；可供可视化男/女/混合切换
2037,低,混合,7254932.4,461480.2,4250662.2,540255.3,2542790.0,0.3505,男+女合计；可供可视化男/女/混合切换
2037,高,混合,7676757.5,562555.7,4525728.5,561199.3,2588473.3,0.3372,男+女合计；可供可视化男/女/混合切换
2038,中,混合,7521028.9,516000.2,4386860.8,555163.5,2618167.9,0.3481,男+女合计；可供可视化男/女/混合切换
2038,低,混合,7251354.5,457741.4,4206478.0,541261.5,2587135.1,0.3568,男+女合计；可供可视化男/女/混合切换
2038,高,混合,7714912.6,568940.4,4507115.8,564431.5,2638856.4,0.342,男+女合计；可供可视化男/女/混合切换
2039,中,混合,7536681.9,517414.1,4355683.2,557800.7,2663584.6,0.3534,男+女合计；可供可视化男/女/混合切换
2039,低,混合,7243413.2,453819.4,4160752.4,542495.6,2628841.4,0.3629,男+女合计；可供可视化男/女/混合切换
2039,高,混合,7747635.6,575252.1,4485636.7,568004.1,2686746.8,0.3468,男+女合计；可供可视化男/女/混合切换
2040,中,混合,7547568.3,518662.3,4322186.1,560749.9,2706719.9,0.3586,男+女合计；可供可视化男/女/混合切换
2040,低,混合,7231380.5,449696.1,4113496.3,543968.7,2668188.1,0.369,男+女合计；可供可视化男/女/混合切换
2040,高,混合,7775176.6,581456.1,4461312.7,571937.4,2732407.8,0.3514,男+女合计；可供可视化男/女/混合切换
2041,中,混合,7553917.1,519717.0,4286386.3,564027.3,2747813.8,0.3638,男+女合计；可供可视化男/女/混合切换
2041,低,混合,7215496.1,445353.0,4064718.9,545691.9,2705424.2,0.3749,男+女合计；可供可视化男/女/混合切换
2041,高,混合,7797753.4,587514.9,4434164.8,576251.0,2776073.7,0.356,男+女合计；可供可视化男/女/混合切换
2042,中,混合,7555928.7,519485.5,4254601.6,563086.4,2781841.6,0.3682,男+女合计；可供可视化男/女/混合切换
2042,低,混合,7195973.7,443009.3,4017430.4,543113.5,2735534.0,0.3801,男+女合计；可供可视化男/女/混合切换
2042,高,混合,7815554.5,589025.5,4413815.8,576401.7,2812713.2,0.3599,男+女合计；可供可视化男/女/混合切换
2043,中,混合,7553097.9,519604.1,4219904.8,562123.3,2813589.0,0.3725,男+女合计；可供可视化男/女/混合切换
2043,低,混合,7172315.9,441007.0,3967996.5,540533.4,2763312.4,0.3853,男+女合计；可供可视化男/女/混合切换
2043,高,混合,7828070.3,590913.8,4390049.8,576516.4,2847106.7,0.3637,男+女合计；可供可视化男/女/混合切换
2044,中,混合,7545635.9,520029.8,4182307.9,561137.8,2843298.2,0.3768,男+女合计；可供可视化男/女/混合切换
2044,低,混合,7144752.4,439323.4,3916417.8,537951.3,2789011.2,0.3904,男+女合计；可供可视化男/女/混合切换
2044,高,混合,7835495.2,593118.7,4362887.0,576595.5,2879489.5,0.3675,男+女合计；可供可视化男/女/混合切换
2045,中,混合,7533723.6,520717.1,4141823.2,560129.9,2871183.3,0.3811,男+女合计；可供可视化男/女/混合切换
2045,低,混合,7113486.7,437934.5,3862696.5,535366.9,2812855.7,0.3954,男+女合计；可供可视化男/女/混合切换
2045,高,混合,7837991.3,595574.2,4332348.7,576638.6,2910068.4,0.3713,男+女合计；可供可视化男/女/混合切换
2046,中,混合,7517514.7,521617.2,4098463.7,559099.3,2897433.8,0.3854,男+女合计；可供可视化男/女/混合切换
2046,低,混合,7078691.6,436814.0,3806833.2,532779.6,2835044.4,0.4005,男+女合计；可供可视化男/女/混合切换
2046,高,混合,7835693.9,598211.2,4298455.8,576645.8,2939026.9,0.3751,男+女合计；可供可视化男/女/混合切换
2047,中,混合,7497138.2,522678.3,4053807.5,557146.1,2920652.4,0.3896,男+女合计；可供可视化男/女/混合切换
2047,低,混合,7040520.1,435933.8,3750396.0,529289.6,2854190.3,0.4054,男+女合计；可供可视化男/女/混合切换
2047,高,混合,7828713.4,600956.5,4262796.2,575717.2,2964960.7,0.3787,男+女合计；可供可视化男/女/混合切换
2048,中,混合,7473812.8,523190.0,4007463.8,555215.0,2943159.0,0.3938,男+女合计；可供可视化男/女/混合切换
2048,低,混合,6999800.8,434651.0,3692676.4,525823.7,2872473.4,0.4104,男+女合计；可供可视化男/女/混合切换
2048,高,混合,7818512.7,603030.5,4225199.4,574809.3,2990282.8,0.3825,男+女合计；可供可视化男/女/混合切换
2049,中,混合,7447629.1,523117.4,3959422.0,553269.5,2965089.7,0.3981,男+女合计；可供可视化男/女/混合切换
2049,低,混合,6956644.8,432947.7,3633662.7,522356.2,2890034.4,0.4154,男+女合计；可供可视化男/女/混合切换
2049,高,混合,7805168.8,604384.0,4185658.3,573878.4,3015126.5,0.3863,男+女合计；可供可视化男/女/混合切换
2050,中,混合,7418666.0,522427.2,3909671.6,551273.1,2986567.2,0.4026,男+女合计；可供可视化男/女/混合切换
2050,低,混合,6911146.4,430805.2,3573341.5,518861.3,2906999.7,0.4206,男+女合计；可供可视化男/女/混合切换
2050,高,混合,7788746.6,604969.1,4144165.4,572880.9,3039612.1,0.3903,男+女合计；可供可视化男/女/混合切换
2051,中,混合,7386990.1,521086.1,3858202.6,549189.2,3007701.4,0.4072,男+女合计；可供可视化男/女/混合切换
2051,低,混合,6863390.8,428206.7,3511701.2,515313.4,2923482.9,0.426,男+女合计；可供可视化男/女/混合切换
2051,高,混合,7769298.9,604738.4,4100713.6,571773.1,3063846.9,0.3944,男+女合计；可供可视化男/女/混合切换
2052,中,混合,7352658.2,519062.1,3810979.0,535743.5,3022617.1,0.4111,男+女合计；可供可视化男/女/混合切换
2052,低,混合,6813449.9,425134.5,3454703.0,500448.8,2933612.4,0.4306,男+女合计；可供可视化男/女/混合切换
2052,高,混合,7746869.8,603646.1,4061269.8,559273.4,3081953.9,0.3978,男+女合计；可供可视化男/女/混合切换
2053,中,混合,7316120.1,515922.5,3762386.2,522208.9,3037811.4,0.4152,男+女合计；可供可视化男/女/混合切换
2053,低,混合,6761747.9,421160.5,3396699.7,485540.2,2943887.7,0.4354,男+女合计；可供可视化男/女/混合切换
2053,高,混合,7721946.0,601266.2,4020252.3,546654.7,3100427.5,0.4015,男+女合计；可供可视化男/女/混合切换
2054,中,混合,7277369.1,511670.5,3712387.9,508584.2,3053310.7,0.4196,男+女合计；可供可视化男/女/混合切换
2054,低,混合,6708287.6,416284.1,3337665.9,470586.5,2954337.6,0.4404,男+女合计；可供可视化男/女/混合切换
2054,高,混合,7694514.2,597605.6,3977615.9,533915.9,3119292.7,0.4054,男+女合计；可供可视化男/女/混合切换
2055,中,混合,7236399.2,506313.4,3660946.6,494867.9,3069139.2,0.4241,男+女合计；可供可视化男/女/混合切换
2055,低,混合,6653072.5,410508.3,3277574.8,455586.4,2964989.4,0.4457,男+女合计；可供可视化男/女/混合切换
2055,高,混合,7664562.0,592676.8,3933313.0,521055.7,3138572.2,0.4095,男+女合计；可供可视化男/女/混合切换
2056,中,混合,7193205.0,499863.6,3608022.0,481058.9,3085319.4,0.4289,男+女合计；可供可视化男/女/混合切换
2056,低,混合,6596105.0,403838.5,3216399.2,440538.5,2975867.3,0.4512,男+女合计；可供可视化男/女/混合切换
2056,高,混合,7632078.0,586498.3,3887292.2,508072.6,3158287.5,0.4138,男+女合计；可供可视化男/女/混合切换
