年份,年龄组,性别,人数,情景,来源或假设
2043,25-29,男,168473.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,25-29,女,160957.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,30-34,男,183439.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,30-34,女,175984.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,35-39,男,182040.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,35-39,女,179905.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,40-44,男,202199.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,40-44,女,198614.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,45-49,男,239176.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,45-49,女,236179.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,50-54,男,256930.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,50-54,女,264623.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,55-59,男,255969.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,55-59,女,284564.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,60-64,男,246017.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,60-64,女,298625.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,65-69,男,239040.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,65-69,女,308073.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,70-74,男,226941.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,70-74,女,307290.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,75-79,男,225428.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,75-79,女,307417.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,80-84,男,209691.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,80-84,女,276465.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,85+,男,269254.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2043,85+,女,393710.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,0-4,男,72609.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,0-4,女,68742.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,5-9,男,73914.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,5-9,女,70408.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,10-14,男,78511.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,10-14,女,75137.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,15-19,男,91541.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,15-19,女,87529.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,20-24,男,120984.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,20-24,女,115337.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,25-29,男,163713.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,25-29,女,156668.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,30-34,男,184620.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,30-34,女,177152.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,35-39,男,184199.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,35-39,女,180590.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,40-44,男,196711.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,40-44,女,194951.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,45-49,男,232325.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,45-49,女,228347.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,50-54,男,256527.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,50-54,女,261881.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,55-59,男,256972.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,55-59,女,280979.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,60-64,男,248405.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,60-64,女,296978.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,65-69,男,238107.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,65-69,女,305499.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,70-74,男,227728.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,70-74,女,306986.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,75-79,男,219468.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,75-79,女,303482.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,80-84,男,207647.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,80-84,女,281334.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,85+,男,283324.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2044,85+,女,415432.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,0-4,男,72739.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,0-4,女,68855.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,5-9,男,73859.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,5-9,女,70333.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,10-14,男,77746.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,10-14,女,74399.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,15-19,男,89521.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,15-19,女,86015.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,20-24,男,112699.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,20-24,女,107482.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,25-29,男,158810.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,25-29,女,152225.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,30-34,男,185446.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,30-34,女,177931.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,35-39,男,186277.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,35-39,女,181188.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,40-44,男,191151.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,40-44,女,191200.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,45-49,男,225415.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,45-49,女,220438.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,50-54,男,256077.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,50-54,女,259086.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,55-59,男,257979.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,55-59,女,277387.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,60-64,男,250902.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,60-64,女,295459.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,65-69,男,237198.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,65-69,女,302923.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,70-74,男,228561.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,70-74,女,306718.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,75-79,男,213775.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,75-79,女,299704.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,80-84,男,205954.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,80-84,女,286273.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,85+,男,296053.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2045,85+,女,435694.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,0-4,男,72797.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,0-4,女,68901.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,5-9,男,73931.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,5-9,女,70378.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,10-14,男,77067.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,10-14,女,73737.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,15-19,男,87190.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,15-19,女,84185.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,20-24,男,104364.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,20-24,女,99576.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,25-29,男,153766.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,25-29,女,147626.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,30-34,男,185904.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,30-34,女,178308.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,35-39,男,188273.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,35-39,女,181698.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,40-44,男,185519.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,40-44,女,187361.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,45-49,男,218446.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,45-49,女,212451.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,50-54,男,255567.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,50-54,女,256226.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,55-59,男,258990.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,55-59,女,273789.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,60-64,男,253511.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,60-64,女,294073.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,65-69,男,236309.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,65-69,女,300345.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,70-74,男,229425.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,70-74,女,306469.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,75-79,男,208340.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,75-79,女,296080.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,80-84,男,204597.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,80-84,女,291287.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,85+,男,307570.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2046,85+,女,454618.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,0-4,男,72776.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,0-4,女,68873.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,5-9,男,74121.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,5-9,女,70533.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,10-14,男,76477.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,10-14,女,73152.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,15-19,男,85895.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,15-19,女,82923.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,20-24,男,102834.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,20-24,女,98527.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,25-29,男,145375.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,25-29,女,139635.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,30-34,男,181020.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,30-34,女,173880.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,35-39,男,189713.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,35-39,女,183152.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,40-44,男,187422.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,40-44,女,187769.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,45-49,男,212815.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,45-49,女,208624.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,50-54,男,248648.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,50-54,女,248308.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,55-59,男,258424.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,55-59,女,270865.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,60-64,男,254280.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,60-64,女,290281.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,65-69,男,238365.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,65-69,女,298364.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,70-74,男,228536.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,70-74,女,303925.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,75-79,男,209048.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,75-79,女,295686.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,80-84,男,198927.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,80-84,女,287379.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,85+,男,316915.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2047,85+,女,477042.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,0-4,男,72417.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,0-4,女,68527.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,5-9,男,74277.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,5-9,女,70659.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,10-14,男,76050.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,10-14,女,72719.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,15-19,男,84727.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,15-19,女,81781.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,20-24,男,101057.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,20-24,女,97231.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,25-29,男,136910.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,25-29,女,131568.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,30-34,男,176045.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,30-34,女,169353.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,35-39,男,190872.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,35-39,女,184299.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,40-44,男,189294.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,40-44,女,188145.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,45-49,男,207149.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,45-49,女,204745.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,50-54,男,241711.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,50-54,女,240351.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,55-59,男,257870.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,55-59,女,267953.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,60-64,男,255085.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,60-64,女,286523.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,65-69,男,240522.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,65-69,女,296510.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,70-74,男,227685.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,70-74,女,301399.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,75-79,男,209834.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,75-79,女,295372.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,80-84,男,193646.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,80-84,女,283685.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,85+,男,325614.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2048,85+,女,498202.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,0-4,男,71727.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,0-4,女,67869.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,5-9,男,74391.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,5-9,女,70746.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,10-14,男,75780.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,10-14,女,72432.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,15-19,男,83682.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,15-19,女,80756.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,20-24,男,99028.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,20-24,女,95685.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,25-29,男,128396.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,25-29,女,123452.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,30-34,男,170980.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,30-34,女,164726.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,35-39,男,191739.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,35-39,女,185125.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,40-44,男,191136.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,40-44,女,188488.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,45-49,男,201451.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,45-49,女,200819.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,50-54,男,234754.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,50-54,女,232355.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,55-59,男,257316.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,55-59,女,265039.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,60-64,男,255928.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,60-64,女,282797.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,65-69,男,242789.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,65-69,女,294795.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,70-74,男,226872.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,70-74,女,298892.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,75-79,男,210683.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,75-79,女,295120.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,80-84,男,188733.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,80-84,女,280199.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,85+,男,333735.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2049,85+,女,518211.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,0-4,男,70710.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,0-4,女,66905.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,5-9,男,74455.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,5-9,女,70788.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,10-14,男,75658.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,10-14,女,72286.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,15-19,男,82755.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,15-19,女,79842.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,20-24,男,96744.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,20-24,女,93883.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,25-29,男,119858.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,25-29,女,115315.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,30-34,男,165825.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,30-34,女,160000.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,35-39,男,192302.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,35-39,女,185617.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,40-44,男,192948.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,40-44,女,188800.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,45-49,男,195724.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,45-49,女,196851.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,50-54,男,227778.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,50-54,女,224321.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,55-59,男,256750.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,55-59,女,262110.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,60-64,男,256807.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,60-64,女,279105.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,65-69,男,245176.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,65-69,女,293227.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,70-74,男,226094.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,70-74,女,296402.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,75-79,男,211582.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,75-79,女,294917.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,80-84,男,184171.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,80-84,女,276914.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,85+,男,341340.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2050,85+,女,537173.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,0-4,男,69376.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,0-4,女,65642.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,5-9,男,74461.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,5-9,女,70777.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,10-14,男,75676.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,10-14,女,72272.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,15-19,男,81941.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,15-19,女,79033.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,20-24,男,94201.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,20-24,女,91821.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,25-29,男,111320.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,25-29,女,107182.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,30-34,男,160579.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,30-34,女,155174.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,35-39,男,192548.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,35-39,女,185762.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,40-44,男,194730.1,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,40-44,女,189079.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,45-49,男,189972.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,45-49,女,192843.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,50-54,男,220781.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,50-54,女,216246.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,55-59,男,256159.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,55-59,女,259153.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,60-64,男,257723.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,60-64,女,275445.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,65-69,男,247690.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,65-69,女,291818.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,70-74,男,225351.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,70-74,女,293928.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,75-79,男,212516.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,75-79,女,294745.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,80-84,男,179939.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,80-84,女,273826.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,85+,男,348483.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2051,85+,女,555181.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,0-4,男,67732.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,0-4,女,64086.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,5-9,男,74400.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,5-9,女,70705.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,10-14,男,75825.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,10-14,女,72383.4,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,15-19,男,81235.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,15-19,女,78323.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,20-24,男,92743.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,20-24,女,90381.9,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,25-29,男,109628.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,25-29,女,105956.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,30-34,男,152039.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,30-34,女,147012.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,35-39,男,187516.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,35-39,女,181163.8,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,40-44,男,196008.3,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,40-44,女,190357.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,45-49,男,191749.5,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,45-49,女,193117.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,50-54,男,215109.7,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,50-54,女,212332.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,55-59,男,249258.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,55-59,女,251190.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,60-64,男,257117.6,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,60-64,女,272462.2,低,队列成分法推算；基准人口=表110-01001A中2026年中
2052,65-69,男,248455.0,低,队列成分法推算；基准人口=表110-01001A中2026年中
